case_number,gender,day,time_of_day,Offence,City
5722cbf8fc13ae3fa4000534,Male,Monday,Afternoon,Assault,Orange
5722cbf8fc13ae3fa4000535,Male,Tuesday,Night,Murder,Fountain Valley
5722cbf8fc13ae3fa4000536,Female,Friday,Afternoon,Kidnap,Los Alamitos
5722cbf8fc13ae3fa4000537,Female,Sunday,Night,Assault,Fullerton
5722cbf8fc13ae3fa4000538,Female,Tuesday,Evening,Shooting,San Clemente
5722cbf8fc13ae3fa4000539,Male,Thursday,Night,Assault,Dana Point
5722cbf8fc13ae3fa400053a,Male,Thursday,Evening,Theft,Fullerton
5722cbf8fc13ae3fa400053b,Male,Friday,Afternoon,Kidnap,Cypress
5722cbf8fc13ae3fa400053c,Male,Wednesday,Afternoon,Kidnap,Buena Park
5722cbf8fc13ae3fa400053d,Male,Monday,Morning,Theft,San Juan Capistrano
5722cbf8fc13ae3fa400053e,Male,Wednesday,Afternoon,Kidnap,Brea
5722cbf8fc13ae3fa400053f,Male,Sunday,Afternoon,Kidnap,Brea
5722cbf8fc13ae3fa4000540,Male,Monday,Morning,Theft,Laguna Niguel
5722cbf8fc13ae3fa4000541,Female,Sunday,Evening,Kidnap,Buena Park
5722cbf8fc13ae3fa4000542,Male,Sunday,Morning,Shooting,Yorba Linda
5722cbf8fc13ae3fa4000543,Female,Saturday,Night,Theft,Santa Ana
5722cbf8fc13ae3fa4000544,Male,Monday,Evening,Kidnap,Westminster
5722cbf8fc13ae3fa4000545,Female,Saturday,Evening,Assault,Cypress
5722cbf8fc13ae3fa4000546,Female,Monday,Evening,Murder,Tustin
5722cbf8fc13ae3fa4000547,Male,Tuesday,Morning,Murder,Westminster
5722cbf8fc13ae3fa4000548,Female,Wednesday,Afternoon,Kidnap,Laguna Niguel
5722cbf8fc13ae3fa4000549,Male,Monday,Evening,Assault,Aliso Viejo
5722cbf8fc13ae3fa400054a,Male,Tuesday,Night,Murder,Cypress
5722cbf8fc13ae3fa400054b,Male,Sunday,Night,Theft,Newport Beach
5722cbf8fc13ae3fa400054c,Male,Wednesday,Night,Theft,Dana Point
5722cbf8fc13ae3fa400054d,Female,Sunday,Afternoon,Kidnap,Los Alamitos
5722cbf8fc13ae3fa400054e,Male,Tuesday,Night,Kidnap,Stanton
5722cbf8fc13ae3fa400054f,Female,Thursday,Night,Assault,La Habra
5722cbf8fc13ae3fa4000550,Female,Monday,Morning,Murder,Fullerton
5722cbf8fc13ae3fa4000551,Female,Sunday,Morning,Murder,Anaheim
5722cbf8fc13ae3fa4000552,Female,Tuesday,Morning,Kidnap,Brea
5722cbf8fc13ae3fa4000553,Male,Tuesday,Morning,Shooting,Seal Beach
5722cbf8fc13ae3fa4000554,Male,Monday,Night,Murder,Buena Park
5722cbf8fc13ae3fa4000555,Female,Wednesday,Night,Shooting,Lake Forest
5722cbf8fc13ae3fa4000556,Female,Wednesday,Morning,Assault,Aliso Viejo
5722cbf8fc13ae3fa4000557,Female,Saturday,Night,Assault,Irvine
5722cbf8fc13ae3fa4000558,Female,Tuesday,Afternoon,Murder,Brea
5722cbf8fc13ae3fa4000559,Male,Monday,Morning,Assault,Westminster
5722cbf8fc13ae3fa400055a,Female,Saturday,Night,Murder,Tustin
5722cbf8fc13ae3fa400055b,Female,Tuesday,Evening,Shooting,Stanton
5722cbf8fc13ae3fa400055c,Male,Monday,Morning,Theft,Yorba Linda
5722cbf8fc13ae3fa400055d,Male,Monday,Morning,Theft,Garden Grove
5722cbf8fc13ae3fa400055e,Male,Saturday,Afternoon,Assault,Laguna Beach
5722cbf8fc13ae3fa400055f,Male,Wednesday,Afternoon,Theft,Fountain Valley
5722cbf8fc13ae3fa4000560,Male,Saturday,Afternoon,Theft,Garden Grove
5722cbf8fc13ae3fa4000561,Male,Friday,Night,Murder,Westminster
5722cbf8fc13ae3fa4000562,Female,Monday,Afternoon,Kidnap,Yorba Linda
5722cbf8fc13ae3fa4000563,Female,Thursday,Afternoon,Shooting,Newport Beach
5722cbf8fc13ae3fa4000564,Female,Tuesday,Evening,Kidnap,Laguna Woods
5722cbf8fc13ae3fa4000565,Male,Thursday,Morning,Murder,La Habra
5722cbf8fc13ae3fa4000566,Female,Friday,Afternoon,Shooting,Laguna Hills
5722cbf8fc13ae3fa4000567,Male,Tuesday,Night,Kidnap,Santa Ana
5722cbf8fc13ae3fa4000568,Male,Friday,Afternoon,Theft,Irvine
5722cbf8fc13ae3fa4000569,Female,Sunday,Night,Shooting,Cypress
5722cbf8fc13ae3fa400056a,Male,Thursday,Night,Kidnap,Laguna Beach
5722cbf8fc13ae3fa400056b,Female,Wednesday,Afternoon,Murder,Laguna Beach
5722cbf8fc13ae3fa400056c,Female,Thursday,Night,Theft,Santa Ana
5722cbf8fc13ae3fa400056d,Male,Wednesday,Morning,Murder,Lake Forest
5722cbf8fc13ae3fa400056e,Female,Monday,Night,Shooting,Laguna Beach
5722cbf8fc13ae3fa400056f,Female,Tuesday,Afternoon,Theft,Fountain Valley
5722cbf8fc13ae3fa4000570,Female,Monday,Morning,Kidnap,Garden Grove
5722cbf8fc13ae3fa4000571,Male,Monday,Morning,Theft,Huntington Beach
5722cbf8fc13ae3fa4000572,Female,Thursday,Evening,Murder,Fullerton
5722cbf8fc13ae3fa4000573,Male,Tuesday,Evening,Shooting,San Juan Capistrano
5722cbf8fc13ae3fa4000574,Female,Wednesday,Evening,Theft,Los Alamitos
5722cbf8fc13ae3fa4000575,Male,Tuesday,Afternoon,Shooting,Fountain Valley
5722cbf8fc13ae3fa4000576,Female,Saturday,Morning,Shooting,Cypress
5722cbf8fc13ae3fa4000577,Female,Tuesday,Night,Kidnap,Garden Grove
5722cbf8fc13ae3fa4000578,Female,Wednesday,Morning,Assault,Cypress
5722cbf8fc13ae3fa4000579,Female,Saturday,Evening,Theft,Mission Viejo
5722cbf8fc13ae3fa400057a,Female,Thursday,Morning,Kidnap,Laguna Niguel
5722cbf8fc13ae3fa400057b,Female,Sunday,Morning,Kidnap,Cypress
5722cbf8fc13ae3fa400057c,Male,Wednesday,Night,Theft,La Palma
5722cbf8fc13ae3fa400057d,Female,Monday,Evening,Murder,Fullerton
5722cbf8fc13ae3fa400057e,Male,Monday,Afternoon,Kidnap,Buena Park
5722cbf8fc13ae3fa400057f,Male,Thursday,Night,Theft,Brea
5722cbf8fc13ae3fa4000580,Male,Monday,Night,Kidnap,Laguna Niguel
5722cbf8fc13ae3fa4000581,Male,Sunday,Morning,Murder,San Clemente
5722cbf8fc13ae3fa4000582,Male,Monday,Evening,Kidnap,Santa Ana
5722cbf8fc13ae3fa4000583,Female,Sunday,Morning,Theft,Fountain Valley
5722cbf8fc13ae3fa4000584,Female,Sunday,Evening,Shooting,Santa Ana
5722cbf8fc13ae3fa4000585,Male,Monday,Night,Assault,Orange
5722cbf8fc13ae3fa4000586,Male,Tuesday,Evening,Assault,Irvine
5722cbf8fc13ae3fa4000587,Female,Saturday,Evening,Theft,Laguna Beach
5722cbf8fc13ae3fa4000588,Male,Friday,Night,Shooting,La Palma
5722cbf8fc13ae3fa4000589,Male,Wednesday,Evening,Shooting,Tustin
5722cbf8fc13ae3fa400058a,Female,Tuesday,Morning,Murder,Stanton
5722cbf8fc13ae3fa400058b,Female,Friday,Night,Murder,Mission Viejo
5722cbf8fc13ae3fa400058c,Male,Thursday,Morning,Kidnap,Fullerton
5722cbf8fc13ae3fa400058d,Female,Thursday,Afternoon,Shooting,Anaheim
5722cbf8fc13ae3fa400058e,Female,Wednesday,Night,Murder,Westminster
5722cbf8fc13ae3fa400058f,Female,Thursday,Evening,Assault,San Clemente
5722cbf8fc13ae3fa4000590,Female,Monday,Morning,Kidnap,La Habra
5722cbf8fc13ae3fa4000591,Female,Saturday,Morning,Shooting,Laguna Beach
5722cbf8fc13ae3fa4000592,Female,Thursday,Night,Theft,Stanton
5722cbf8fc13ae3fa4000593,Female,Friday,Night,Assault,Lake Forest
5722cbf8fc13ae3fa4000594,Female,Saturday,Evening,Murder,Stanton
5722cbf8fc13ae3fa4000595,Female,Friday,Night,Shooting,Placentia
5722cbf8fc13ae3fa4000596,Female,Friday,Evening,Shooting,Fountain Valley
5722cbf8fc13ae3fa4000597,Female,Friday,Afternoon,Shooting,Irvine
5722cbf8fc13ae3fa4000598,Female,Tuesday,Night,Murder,Stanton
5722cbf8fc13ae3fa4000599,Female,Tuesday,Afternoon,Theft,Laguna Hills
5722cbf8fc13ae3fa400059a,Male,Saturday,Night,Theft,Brea
5722cbf8fc13ae3fa400059b,Male,Thursday,Evening,Kidnap,San Juan Capistrano
5722cbf8fc13ae3fa400059c,Male,Tuesday,Morning,Assault,Rancho Santa Margarita
5722cbf8fc13ae3fa400059d,Male,Thursday,Evening,Shooting,Costa Mesa
