case_number,gender,day,time_of_day,Offence,City
5722cc83fc13ae3fa40014d4,Female,Saturday,Night,Assault,Tustin
5722cc83fc13ae3fa40014d5,Male,Friday,Night,Theft,Santa Ana
5722cc83fc13ae3fa40014d6,Male,Saturday,Night,Shooting,Costa Mesa
5722cc83fc13ae3fa40014d7,Male,Saturday,Night,Assault,Fullerton
5722cc83fc13ae3fa40014d8,Female,Friday,Night,Assault,Fullerton
5722cc83fc13ae3fa40014d9,Male,Saturday,Night,Assault,Santa Ana
5722cc83fc13ae3fa40014da,Female,Friday,Night,Shooting,Costa Mesa
5722cc83fc13ae3fa40014db,Male,Saturday,Night,Assault,Costa Mesa
5722cc83fc13ae3fa40014dc,Female,Friday,Night,Shooting,Fullerton
5722cc83fc13ae3fa40014dd,Female,Friday,Night,Shooting,Fullerton
5722cc83fc13ae3fa40014de,Male,Saturday,Night,Shooting,Tustin
5722cc83fc13ae3fa40014df,Male,Saturday,Night,Shooting,Fullerton
5722cc83fc13ae3fa40014e0,Male,Friday,Night,Assault,Tustin
5722cc83fc13ae3fa40014e1,Female,Saturday,Night,Assault,Fullerton
5722cc83fc13ae3fa40014e2,Female,Saturday,Night,Assault,Costa Mesa
5722cc83fc13ae3fa40014e3,Male,Friday,Night,Shooting,Costa Mesa
5722cc83fc13ae3fa40014e4,Male,Friday,Night,Assault,Tustin
5722cc83fc13ae3fa40014e5,Male,Saturday,Night,Theft,Fullerton
5722cc83fc13ae3fa40014e6,Male,Saturday,Night,Assault,Santa Ana
5722cc83fc13ae3fa40014e7,Female,Saturday,Night,Assault,Tustin
5722cc83fc13ae3fa40014e8,Male,Friday,Night,Theft,Santa Ana
5722cc83fc13ae3fa40014e9,Male,Friday,Night,Shooting,Costa Mesa
5722cc83fc13ae3fa40014ea,Female,Saturday,Night,Assault,Costa Mesa
5722cc83fc13ae3fa40014eb,Female,Friday,Night,Shooting,Fullerton
5722cc83fc13ae3fa40014ec,Female,Saturday,Night,Assault,Fullerton
5722cc83fc13ae3fa40014ed,Male,Saturday,Night,Theft,Costa Mesa
5722cc83fc13ae3fa40014ee,Male,Friday,Night,Theft,Tustin
5722cc83fc13ae3fa40014ef,Female,Friday,Night,Assault,Costa Mesa
5722cc83fc13ae3fa40014f0,Female,Saturday,Night,Theft,Fullerton
5722cc83fc13ae3fa40014f1,Female,Friday,Night,Shooting,Fullerton
5722cc83fc13ae3fa40014f2,Female,Saturday,Night,Assault,Fullerton
5722cc83fc13ae3fa40014f3,Female,Friday,Night,Assault,Tustin
5722cc83fc13ae3fa40014f4,Female,Friday,Night,Shooting,Santa Ana
5722cc83fc13ae3fa40014f5,Male,Saturday,Night,Shooting,Costa Mesa
5722cc83fc13ae3fa40014f6,Male,Saturday,Night,Assault,Santa Ana
5722cc83fc13ae3fa40014f7,Male,Saturday,Night,Shooting,Santa Ana
5722cc83fc13ae3fa40014f8,Female,Saturday,Night,Theft,Tustin
5722cc83fc13ae3fa40014f9,Female,Saturday,Night,Shooting,Fullerton
5722cc83fc13ae3fa40014fa,Male,Friday,Night,Theft,Santa Ana
5722cc83fc13ae3fa40014fb,Male,Saturday,Night,Shooting,Santa Ana
5722cc83fc13ae3fa40014fc,Male,Saturday,Night,Theft,Santa Ana
5722cc83fc13ae3fa40014fd,Female,Saturday,Night,Theft,Tustin
