case_number,gender,day,time_of_day,Offence,City
5722cbf9fc13ae3fad000588,Female,Tuesday,Morning,Murder,La Palma
5722cbf9fc13ae3fad000589,Female,Tuesday,Night,Assault,San Clemente
5722cbf9fc13ae3fad00058a,Female,Sunday,Night,Theft,Fullerton
5722cbf9fc13ae3fad00058b,Female,Tuesday,Evening,Theft,Dana Point
5722cbf9fc13ae3fad00058c,Female,Sunday,Morning,Murder,San Juan Capistrano
5722cbf9fc13ae3fad00058d,Female,Tuesday,Evening,Theft,Seal Beach
5722cbf9fc13ae3fad00058e,Male,Monday,Afternoon,Theft,Buena Park
5722cbf9fc13ae3fad00058f,Female,Tuesday,Night,Theft,La Palma
5722cbf9fc13ae3fad000590,Male,Tuesday,Evening,Theft,Buena Park
5722cbf9fc13ae3fad000591,Female,Monday,Evening,Theft,Costa Mesa
5722cbf9fc13ae3fad000592,Female,Sunday,Afternoon,Murder,Anaheim
5722cbf9fc13ae3fad000593,Female,Friday,Evening,Theft,Aliso Viejo
5722cbf9fc13ae3fad000594,Female,Monday,Afternoon,Murder,Mission Viejo
5722cbf9fc13ae3fad000595,Male,Wednesday,Morning,Assault,Seal Beach
5722cbf9fc13ae3fad000596,Male,Saturday,Evening,Theft,Huntington Beach
5722cbf9fc13ae3fad000597,Male,Wednesday,Evening,Murder,Huntington Beach
5722cbf9fc13ae3fad000598,Female,Saturday,Morning,Murder,Placentia
5722cbf9fc13ae3fad000599,Male,Thursday,Afternoon,Assault,Laguna Niguel
5722cbf9fc13ae3fad00059a,Female,Sunday,Afternoon,Kidnap,Dana Point
5722cbf9fc13ae3fad00059b,Female,Tuesday,Morning,Kidnap,Garden Grove
5722cbf9fc13ae3fad00059c,Female,Tuesday,Afternoon,Assault,Fountain Valley
5722cbf9fc13ae3fad00059d,Female,Sunday,Afternoon,Murder,Aliso Viejo
5722cbf9fc13ae3fad00059e,Female,Friday,Night,Theft,Brea
5722cbf9fc13ae3fad00059f,Female,Tuesday,Morning,Assault,Huntington Beach
5722cbf9fc13ae3fad0005a0,Female,Thursday,Afternoon,Assault,Anaheim
5722cbf9fc13ae3fad0005a1,Female,Tuesday,Afternoon,Murder,Tustin
5722cbf9fc13ae3fad0005a2,Male,Friday,Evening,Kidnap,La Palma
5722cbf9fc13ae3fad0005a3,Male,Tuesday,Night,Kidnap,Cypress
5722cbf9fc13ae3fad0005a4,Male,Friday,Evening,Theft,La Habra
5722cbf9fc13ae3fad0005a5,Female,Tuesday,Evening,Assault,Seal Beach
5722cbf9fc13ae3fad0005a6,Female,Monday,Night,Murder,Westminster
5722cbf9fc13ae3fad0005a7,Male,Saturday,Night,Shooting,Stanton
5722cbf9fc13ae3fad0005a8,Female,Friday,Afternoon,Kidnap,Los Alamitos
5722cbf9fc13ae3fad0005a9,Female,Sunday,Night,Kidnap,Placentia
5722cbf9fc13ae3fad0005aa,Female,Thursday,Morning,Theft,Laguna Beach
5722cbf9fc13ae3fad0005ab,Male,Friday,Evening,Shooting,Santa Ana
5722cbf9fc13ae3fad0005ac,Male,Wednesday,Night,Assault,Brea
5722cbf9fc13ae3fad0005ad,Male,Friday,Morning,Kidnap,Laguna Beach
5722cbf9fc13ae3fad0005ae,Female,Wednesday,Morning,Theft,Villa Park
5722cbf9fc13ae3fad0005af,Male,Saturday,Evening,Murder,Garden Grove
5722cbf9fc13ae3fad0005b0,Female,Sunday,Evening,Kidnap,Anaheim
5722cbf9fc13ae3fad0005b1,Male,Friday,Evening,Shooting,Mission Viejo
5722cbf9fc13ae3fad0005b2,Male,Tuesday,Evening,Murder,Laguna Hills
5722cbf9fc13ae3fad0005b3,Female,Monday,Morning,Kidnap,Tustin
5722cbf9fc13ae3fad0005b4,Female,Thursday,Afternoon,Shooting,Fullerton
5722cbf9fc13ae3fad0005b5,Female,Wednesday,Night,Assault,Dana Point
5722cbf9fc13ae3fad0005b6,Male,Tuesday,Night,Kidnap,Laguna Beach
5722cbf9fc13ae3fad0005b7,Male,Monday,Night,Murder,Rancho Santa Margarita
5722cbf9fc13ae3fad0005b8,Male,Wednesday,Evening,Kidnap,Anaheim
5722cbf9fc13ae3fad0005b9,Male,Wednesday,Afternoon,Theft,Costa Mesa
